strategy,dataset,model,ratio,mIoU,mAcc,aAcc,fwIoU,timestamp,checkpoint_iter,stage
gen_stargan_v2,iddaw,pspnet_r50,0.0,37.71702517901085,47.11227578125563,82.02283891500284,70.66958626734701,1768690823.4279473,0,1
gen_stargan_v2,iddaw,pspnet_r50,0.12,37.6000952092611,47.11255820275107,82.56133762629527,71.69877789481777,1768690852.9816089,0,1
gen_stargan_v2,iddaw,pspnet_r50,0.25,37.301790999845295,46.648723043262706,82.30954618776416,71.22607850312652,1768690869.8662584,0,1
gen_stargan_v2,iddaw,pspnet_r50,0.38,38.37992168208474,47.99081660455557,83.38242009289542,73.04194257287415,1768690883.2907093,0,1
gen_stargan_v2,iddaw,pspnet_r50,0.62,37.30489451018208,47.051429943578306,82.09577968490186,70.88430956188655,1768690889.0876203,0,1
gen_stargan_v2,iddaw,pspnet_r50,0.75,37.6837781601662,47.076459500127754,82.6022715177541,71.66655254104633,1768691325.1817307,0,1
gen_stargan_v2,iddaw,pspnet_r50,0.88,36.52042061256598,46.75885450868694,80.00296750903829,69.92801950336096,1769512796.2123148,0,1
gen_stargan_v2,iddaw,segformer_mit-b5,0.0,43.14692616718458,53.0437391235353,86.28129377401866,77.37630915932823,1768690914.6707835,0,1
gen_stargan_v2,iddaw,segformer_mit-b5,0.12,43.056100204741945,53.063314179351195,86.25007196536404,77.35740488592026,1768690944.313607,0,1
gen_stargan_v2,iddaw,segformer_mit-b5,0.25,43.210109380488355,53.05729288629612,86.28203063242839,77.38812399724543,1768690962.7122657,0,1
gen_stargan_v2,iddaw,segformer_mit-b5,0.38,43.24966859498412,53.15794013186008,86.29825414061007,77.38581201890419,1769512815.4516926,0,1
gen_stargan_v2,iddaw,segformer_mit-b5,0.62,43.239907794244516,53.06961224811286,86.36000941505814,77.50287103463891,1769512837.8116202,0,1
gen_stargan_v2,iddaw,segformer_mit-b5,0.75,42.949706720619396,52.79755802491353,86.17031194729678,77.2180904998648,1769512844.778096,0,1
gen_stargan_v2,iddaw,segformer_mit-b5,0.88,43.03040164829255,52.98637502349344,86.23715040412425,77.32250518008468,1769512852.471333,0,1
gen_step1x_new,bdd10k,pspnet_r50,0.0,44.91933064707656,51.588675996971375,91.06104475193317,84.15459012367236,1769273195.8808324,0,2
gen_step1x_new,bdd10k,pspnet_r50,0.12,45.776841425253245,52.7116240309827,91.1568820279538,84.32972095064696,1769273194.0460482,0,2
gen_step1x_new,bdd10k,pspnet_r50,0.25,45.75063064306833,52.44167901929628,91.13592597519938,84.23648321346985,1769273214.8940234,0,2
gen_step1x_new,bdd10k,pspnet_r50,0.38,45.687879764627866,52.40241010418592,91.16806703393593,84.32960454183687,1769273215.1544476,0,2
gen_step1x_new,bdd10k,pspnet_r50,0.62,45.97901535257938,52.55128181347707,91.06070473609648,84.10065353729009,1769273226.8275788,0,2
gen_step1x_new,bdd10k,pspnet_r50,0.75,45.40205858352972,51.9347931155921,91.12034038441486,84.24635569038801,1769273236.5189571,0,2
gen_step1x_new,bdd10k,pspnet_r50,0.88,45.484269794374875,52.326081715751336,91.13135451319052,84.27477699272188,1769273247.6275682,0,2
