strategy,dataset,model,domain,mIoU,mAcc,aAcc,fwIoU,num_images,strategy_type,gen_component,std_component,model_normalized,improvement
gen_step1x_v1p2,idd-aw,pspnet_r50_ratio0p50,dawn_dusk,27.420361223089685,37.363363369183915,82.81236401365747,72.28330876950068,112,gen,gen_step1x_v1p2,,pspnet_r50,0.3809286526523401
gen_step1x_v1p2,idd-aw,pspnet_r50_ratio0p50,foggy,25.083097720304398,35.88512335489642,82.64963532728892,72.66257835494758,290,gen,gen_step1x_v1p2,,pspnet_r50,1.9457894831473084
gen_step1x_v1p2,idd-aw,pspnet_r50_ratio0p50,night,20.439327688135545,31.24291239351662,69.06836723514434,53.93292731526531,93,gen,gen_step1x_v1p2,,pspnet_r50,0.0543408493450066
gen_step1x_v1p2,idd-aw,pspnet_r50_ratio0p50,rainy,24.53944099520813,32.15315608471262,80.62620290964732,70.02112157558037,204,gen,gen_step1x_v1p2,,pspnet_r50,0.6769554321413338
gen_step1x_v1p2,idd-aw,pspnet_r50_ratio0p50,snowy,21.517180285093225,31.312920870606586,73.69917829359537,59.71766910617875,163,gen,gen_step1x_v1p2,,pspnet_r50,0.387231153262082
gen_step1x_v1p2,idd-aw,segformer_mit-b5_ratio0p50,clear_day,46.874321714474625,56.818723698396745,84.50154677912072,74.53851993030243,1650,gen,gen_step1x_v1p2,,segformer_mit-b5,0.8311912357183147
gen_step1x_v1p2,idd-aw,segformer_mit-b5_ratio0p50,cloudy,39.87430556545824,49.749813098734506,91.60543436713515,85.95010618191385,416,gen,gen_step1x_v1p2,,segformer_mit-b5,1.6781227221815982
gen_step1x_v1p2,idd-aw,segformer_mit-b5_ratio0p50,dawn_dusk,39.3281924659982,48.13654504363743,90.04483586881624,83.1046407402728,112,gen,gen_step1x_v1p2,,segformer_mit-b5,0.16900273041463976
gen_step1x_v1p2,idd-aw,segformer_mit-b5_ratio0p50,foggy,37.04981240889948,47.11299642780084,92.51481396533444,87.30275218831703,290,gen,gen_step1x_v1p2,,segformer_mit-b5,2.179344954672075
gen_step1x_v1p2,idd-aw,segformer_mit-b5_ratio0p50,night,36.181994209688796,46.77925175637178,85.87440251394479,76.77623737834011,93,gen,gen_step1x_v1p2,,segformer_mit-b5,1.837729423670332
gen_step1x_v1p2,idd-aw,segformer_mit-b5_ratio0p50,rainy,32.59969398232128,43.72857822686932,83.76111644189571,74.23157849052473,204,gen,gen_step1x_v1p2,,segformer_mit-b5,2.3836574858081505
gen_step1x_v1p2,idd-aw,segformer_mit-b5_ratio0p50,snowy,30.03838610317618,46.55862185128383,78.09291947841366,65.41565398588813,163,gen,gen_step1x_v1p2,,segformer_mit-b5,1.3887841862246333
gen_step1x_v1p2,mapillaryvistas,deeplabv3plus_r50_ratio0p50,clear_day,32.190466324690476,40.03540947519751,88.73517709863312,81.60949328681238,3226,gen,gen_step1x_v1p2,,deeplabv3plus_r50,-0.06780172465051493
gen_step1x_v1p2,mapillaryvistas,deeplabv3plus_r50_ratio0p50,cloudy,32.878056184970234,41.853187287850695,90.66742383516751,84.70848683571734,1248,gen,gen_step1x_v1p2,,deeplabv3plus_r50,-0.4521331866436853
gen_step1x_v1p2,mapillaryvistas,deeplabv3plus_r50_ratio0p50,dawn_dusk,35.58783136281499,42.61183346227836,88.2838487625122,80.80009526035303,48,gen,gen_step1x_v1p2,,deeplabv3plus_r50,1.2833992945071913
gen_step1x_v1p2,mapillaryvistas,deeplabv3plus_r50_ratio0p50,foggy,33.39557389195488,43.609632812831165,87.13911551016348,80.34262197937133,27,gen,gen_step1x_v1p2,,deeplabv3plus_r50,0.2494694573450289
gen_step1x_v1p2,mapillaryvistas,deeplabv3plus_r50_ratio0p50,night,27.124830451235592,35.41604617853864,83.71118616174769,74.55276174916564,81,gen,gen_step1x_v1p2,,deeplabv3plus_r50,-0.7127102750724141
gen_step1x_v1p2,mapillaryvistas,deeplabv3plus_r50_ratio0p50,rainy,28.939028751820757,37.26272783074581,84.47928141398602,75.78140475622202,166,gen,gen_step1x_v1p2,,deeplabv3plus_r50,0.10802499188013215
gen_step1x_v1p2,mapillaryvistas,deeplabv3plus_r50_ratio0p50,snowy,26.846728358705786,34.172989798167194,82.86070480845333,74.07893555627096,153,gen,gen_step1x_v1p2,,deeplabv3plus_r50,-0.08375922325917173
gen_step1x_v1p2,mapillaryvistas,pspnet_r50_ratio0p50,clear_day,31.792392060469403,39.93278233019508,88.08271688330048,80.39762544520221,3226,gen,gen_step1x_v1p2,,pspnet_r50,-0.03407004591839069
gen_step1x_v1p2,mapillaryvistas,pspnet_r50_ratio0p50,cloudy,31.957995024554442,40.97831092547351,90.03634850184122,83.62923733294923,1248,gen,gen_step1x_v1p2,,pspnet_r50,0.09874762566005657
gen_step1x_v1p2,mapillaryvistas,pspnet_r50_ratio0p50,dawn_dusk,34.71253229223458,40.96078362795924,88.15452257792154,80.40895511861297,48,gen,gen_step1x_v1p2,,pspnet_r50,-1.0022454218386088
gen_step1x_v1p2,mapillaryvistas,pspnet_r50_ratio0p50,foggy,31.763179587804874,41.49433644052971,86.66458129882812,79.57566757179258,27,gen,gen_step1x_v1p2,,pspnet_r50,0.911818067705596
gen_step1x_v1p2,mapillaryvistas,pspnet_r50_ratio0p50,night,27.820680195437152,35.89561242327988,83.48877518265336,73.65425405139148,81,gen,gen_step1x_v1p2,,pspnet_r50,-0.17921121993282796
gen_step1x_v1p2,mapillaryvistas,pspnet_r50_ratio0p50,rainy,28.299275208249693,37.9863058944104,83.22293384965643,73.34825391251225,166,gen,gen_step1x_v1p2,,pspnet_r50,-1.5101370490280956
gen_step1x_v1p2,mapillaryvistas,pspnet_r50_ratio0p50,snowy,24.802652597346388,32.839712813351746,82.91807735667508,73.24666120064484,153,gen,gen_step1x_v1p2,,pspnet_r50,-0.6492418253713055
gen_step1x_v1p2,mapillaryvistas,segformer_mit-b5_ratio0p50,clear_day,41.37836072398262,50.722909799396,90.64547780575548,84.29577671719119,3226,gen,gen_step1x_v1p2,,segformer_mit-b5,0.9622716589158316
gen_step1x_v1p2,mapillaryvistas,segformer_mit-b5_ratio0p50,cloudy,37.79529207768763,47.6012623142826,91.7511197236868,86.2723263289168,1248,gen,gen_step1x_v1p2,,segformer_mit-b5,-0.4267978006904869
gen_step1x_v1p2,mapillaryvistas,segformer_mit-b5_ratio0p50,dawn_dusk,42.6402795495118,51.45524934088027,90.00938733418783,83.42562050810625,48,gen,gen_step1x_v1p2,,segformer_mit-b5,-0.3747411158443015
gen_step1x_v1p2,mapillaryvistas,segformer_mit-b5_ratio0p50,foggy,36.186329050393205,44.028501505351656,89.6296465838397,82.6955658385882,27,gen,gen_step1x_v1p2,,segformer_mit-b5,-0.4915952771193872
gen_step1x_v1p2,mapillaryvistas,segformer_mit-b5_ratio0p50,night,34.96437087764855,45.28408541657876,87.68396259825907,80.4407892699739,81,gen,gen_step1x_v1p2,,segformer_mit-b5,-0.028147911516526847
gen_step1x_v1p2,mapillaryvistas,segformer_mit-b5_ratio0p50,rainy,35.92565829368586,46.11108311906531,87.88622890610293,80.32973608741413,166,gen,gen_step1x_v1p2,,segformer_mit-b5,0.05322800519954285
gen_step1x_v1p2,mapillaryvistas,segformer_mit-b5_ratio0p50,snowy,35.546606374606775,46.75203355365186,86.78842183032067,78.3646906590732,153,gen,gen_step1x_v1p2,,segformer_mit-b5,-0.1935206451360756
gen_step1x_v1p2,outside15k,deeplabv3plus_r50_ratio0p50,clear_day,30.885103024150908,40.03340896521246,74.87443320550146,64.07220459871951,1767,gen,gen_step1x_v1p2,,deeplabv3plus_r50,1.2587121875377036
gen_step1x_v1p2,outside15k,deeplabv3plus_r50_ratio0p50,cloudy,26.717437254280775,35.96949265946989,71.78658452527277,62.05704894592876,174,gen,gen_step1x_v1p2,,deeplabv3plus_r50,2.244588353687938
gen_step1x_v1p2,outside15k,deeplabv3plus_r50_ratio0p50,dawn_dusk,12.369455626726662,24.153268637977067,44.6730527010831,35.199178555587515,66,gen,gen_step1x_v1p2,,deeplabv3plus_r50,1.649160172628033
gen_step1x_v1p2,outside15k,deeplabv3plus_r50_ratio0p50,foggy,28.92667298633482,40.1193243170382,64.82079995645059,54.17735209981499,37,gen,gen_step1x_v1p2,,deeplabv3plus_r50,-0.29758201417187635
gen_step1x_v1p2,outside15k,deeplabv3plus_r50_ratio0p50,night,18.472691845459526,25.650766541648167,60.981184860755654,48.20488157949491,87,gen,gen_step1x_v1p2,,deeplabv3plus_r50,3.5062328730240075
gen_step1x_v1p2,outside15k,deeplabv3plus_r50_ratio0p50,rainy,24.056711380631047,33.12923830233013,52.36671368281046,39.70059245519425,192,gen,gen_step1x_v1p2,,deeplabv3plus_r50,1.4413362003730832
gen_step1x_v1p2,outside15k,deeplabv3plus_r50_ratio0p50,snowy,18.575632072717045,28.55550538053247,49.73450964623755,37.02918241050411,182,gen,gen_step1x_v1p2,,deeplabv3plus_r50,-0.26692276406958726
gen_step1x_v1p2,outside15k,pspnet_r50_ratio0p50,clear_day,35.570746479325784,45.51666154740763,76.97080731999085,66.2549014810111,1767,gen,gen_step1x_v1p2,,pspnet_r50,-2.8410476343530817
gen_step1x_v1p2,outside15k,pspnet_r50_ratio0p50,cloudy,28.881088350516542,37.23017646137066,73.18878173828125,63.922616070171955,174,gen,gen_step1x_v1p2,,pspnet_r50,-2.5099498137016525
gen_step1x_v1p2,outside15k,pspnet_r50_ratio0p50,dawn_dusk,15.18683121319628,26.32997565349634,45.471127827962235,34.94331681982439,66,gen,gen_step1x_v1p2,,pspnet_r50,-2.2355985607286346
gen_step1x_v1p2,outside15k,pspnet_r50_ratio0p50,foggy,36.35677810143961,45.837375446793985,69.75756464777766,58.032218781181456,37,gen,gen_step1x_v1p2,,pspnet_r50,-1.9460303828872085
gen_step1x_v1p2,outside15k,pspnet_r50_ratio0p50,night,23.203692934611816,30.164928318767082,70.87680772803296,58.130678773427455,87,gen,gen_step1x_v1p2,,pspnet_r50,0.11494318775466539
gen_step1x_v1p2,outside15k,pspnet_r50_ratio0p50,rainy,26.820769419549595,37.06153348862021,55.58236042658488,41.68123097138285,192,gen,gen_step1x_v1p2,,pspnet_r50,-5.766366909670719
gen_step1x_v1p2,outside15k,pspnet_r50_ratio0p50,snowy,23.88385175480613,32.88231353036542,56.315614888956254,44.0094393834761,182,gen,gen_step1x_v1p2,,pspnet_r50,-1.6224636571941176
gen_step1x_v1p2,outside15k,segformer_mit-b5_ratio0p50,clear_day,50.95085468266019,63.1419158306619,84.78171149417378,75.28124548940468,1767,gen,gen_step1x_v1p2,,segformer_mit-b5,0.04445719254993463
gen_step1x_v1p2,outside15k,segformer_mit-b5_ratio0p50,cloudy,45.755133297886964,57.20958314509026,84.09942100787985,75.29957318218288,174,gen,gen_step1x_v1p2,,segformer_mit-b5,0.6517447419712354
gen_step1x_v1p2,outside15k,segformer_mit-b5_ratio0p50,dawn_dusk,35.305168949185,44.77586397791877,78.0026406952829,66.25017452624128,66,gen,gen_step1x_v1p2,,segformer_mit-b5,2.136423129241905
gen_step1x_v1p2,outside15k,segformer_mit-b5_ratio0p50,foggy,48.17788334756136,58.389550737396036,81.44533311998522,70.12406051986844,37,gen,gen_step1x_v1p2,,segformer_mit-b5,-0.6361210705412006
gen_step1x_v1p2,outside15k,segformer_mit-b5_ratio0p50,night,39.34978768210921,49.5571974305766,82.75475337587554,72.58387421868802,87,gen,gen_step1x_v1p2,,segformer_mit-b5,-0.7413340510825464
gen_step1x_v1p2,outside15k,segformer_mit-b5_ratio0p50,rainy,42.539938302057,56.42416171821556,73.98732105890909,60.93133719592808,192,gen,gen_step1x_v1p2,,segformer_mit-b5,-2.773103875576787
gen_step1x_v1p2,outside15k,segformer_mit-b5_ratio0p50,snowy,36.35004757666595,50.14866665135398,71.24393169696515,59.14000315518254,182,gen,gen_step1x_v1p2,,segformer_mit-b5,-1.0280268264190227
photometric_distort,bdd10k,deeplabv3plus_r50,clear_day,42.598074487287455,50.33443766342482,90.74172406203195,83.78711043840325,1016,other,,,deeplabv3plus_r50,0.5997183420420811
photometric_distort,bdd10k,deeplabv3plus_r50,cloudy,44.81528949199707,51.02630291953572,93.58061625205139,88.57467168095611,230,other,,,deeplabv3plus_r50,0.9741800378102283
photometric_distort,bdd10k,deeplabv3plus_r50,dawn_dusk,35.996716859016495,42.16697635068078,90.76556729489482,84.0391855410832,94,other,,,deeplabv3plus_r50,1.3376214692994353
photometric_distort,bdd10k,deeplabv3plus_r50,foggy,51.536681507960566,63.259153863664594,95.76041478290891,93.07186251783251,4,other,,,deeplabv3plus_r50,4.921596387438903
photometric_distort,bdd10k,deeplabv3plus_r50,night,21.66257097616831,29.480136272765694,70.43716125315893,56.643217286062544,92,other,,,deeplabv3plus_r50,2.3593963976289736
photometric_distort,bdd10k,deeplabv3plus_r50,rainy,38.313404246427076,45.94162400711467,86.59272408532317,77.50104224800475,200,other,,,deeplabv3plus_r50,0.6198247735772355
photometric_distort,bdd10k,deeplabv3plus_r50,snowy,45.550643440118165,55.0828341905363,89.60380752492328,82.13822177933864,221,other,,,deeplabv3plus_r50,1.622372984720407
photometric_distort,bdd10k,pspnet_r50,clear_day,46.50427749557953,53.42200722207754,91.26440434449452,84.50101157340875,1016,other,,,pspnet_r50,1.9583282931193935
photometric_distort,bdd10k,pspnet_r50,cloudy,50.86183615226366,57.91597911524416,94.05612947350919,89.28701148395112,230,other,,,pspnet_r50,2.837202575761488
photometric_distort,bdd10k,pspnet_r50,dawn_dusk,36.57972436218424,42.283140539461215,91.22994978846091,84.59791192299559,94,other,,,pspnet_r50,-0.3071642732056432
photometric_distort,bdd10k,pspnet_r50,foggy,55.92644364093904,64.9724235241244,96.40815345159221,93.91093284233159,4,other,,,pspnet_r50,5.003110324748356
photometric_distort,bdd10k,pspnet_r50,night,24.613428241040854,31.833227687515546,73.20844127914819,58.84250732749745,92,other,,,pspnet_r50,2.6379465551736487
photometric_distort,bdd10k,pspnet_r50,rainy,43.25224231263293,50.439276296421056,88.34563862982016,80.09697643160601,200,other,,,pspnet_r50,0.10078648294891224
photometric_distort,bdd10k,pspnet_r50,snowy,51.209459373866906,59.86244693483576,90.43200766950389,83.36221912045569,221,other,,,pspnet_r50,2.9366015611323206
photometric_distort,bdd10k,segformer_mit-b5,clear_day,52.04771654598906,59.85666706674485,92.15947473787246,85.99078681926007,1016,other,,,segformer_mit-b5,1.1620860919643619
photometric_distort,bdd10k,segformer_mit-b5,cloudy,53.14806993063365,60.295848146778,94.62928057713255,90.28877905026734,230,other,,,segformer_mit-b5,0.3660782917359313
photometric_distort,bdd10k,segformer_mit-b5,dawn_dusk,44.42975452038638,51.123057928718296,92.24338572784217,86.44743252003916,94,other,,,segformer_mit-b5,2.028178993391741
photometric_distort,bdd10k,segformer_mit-b5,foggy,57.05183434271929,73.25556174276412,96.63718414519867,94.3887741193356,4,other,,,segformer_mit-b5,1.0318031777644592
photometric_distort,bdd10k,segformer_mit-b5,night,28.32653687140641,36.94862625869762,75.1768703749883,63.582102381633945,92,other,,,segformer_mit-b5,-0.09723036637968363
photometric_distort,bdd10k,segformer_mit-b5,rainy,51.04630465049218,58.644840272416886,90.84254615038174,83.71392731838004,200,other,,,segformer_mit-b5,1.6542559696772017
photometric_distort,bdd10k,segformer_mit-b5,snowy,59.13655889566213,69.40021823055501,91.82439330872536,85.56779287819832,221,other,,,segformer_mit-b5,3.5641864840448036
photometric_distort,idd-aw,deeplabv3plus_r50,clear_day,43.95029660486061,53.35310739902391,83.3879559599223,72.87777358291126,1650,other,,,deeplabv3plus_r50,0.5640540494032749
photometric_distort,idd-aw,deeplabv3plus_r50,cloudy,33.7152815911484,43.50201172772274,88.51019645136272,81.71265807526741,416,other,,,deeplabv3plus_r50,3.6833225857049783
photometric_distort,idd-aw,deeplabv3plus_r50,dawn_dusk,29.584751496516958,39.736761647519955,86.80556875836842,78.995005138277,112,other,,,deeplabv3plus_r50,2.6958366811224472
photometric_distort,idd-aw,deeplabv3plus_r50,foggy,27.17367271755082,36.585342968159736,87.59959501663089,80.790885335079,290,other,,,deeplabv3plus_r50,6.160071761462113
photometric_distort,idd-aw,deeplabv3plus_r50,night,24.10876172853822,32.015513500184454,79.96274061968268,69.10253457545242,93,other,,,deeplabv3plus_r50,3.140418760142648
photometric_distort,idd-aw,deeplabv3plus_r50,rainy,26.4133937589023,35.04915295513824,81.35357583205297,71.25596091925055,204,other,,,deeplabv3plus_r50,3.5189654984418013
photometric_distort,idd-aw,deeplabv3plus_r50,snowy,22.931149012185788,32.958262094572476,74.81038804644813,61.02697387767445,163,other,,,deeplabv3plus_r50,3.1007713247241995
photometric_distort,idd-aw,pspnet_r50,clear_day,43.79621372115362,52.99284815872832,83.28516261113063,72.79732668653831,1650,other,,,pspnet_r50,1.446910307194159
photometric_distort,idd-aw,pspnet_r50,cloudy,32.29806457689783,42.29318802363732,87.00326044182432,79.15445090017538,416,other,,,pspnet_r50,1.9698331224899306
photometric_distort,idd-aw,pspnet_r50,dawn_dusk,28.54512677629426,39.12085671569272,82.75480143276631,72.26940020848366,112,other,,,pspnet_r50,1.5056942058569156
photometric_distort,idd-aw,pspnet_r50,foggy,24.751558353288406,35.44652746852884,83.56168987206519,74.54230596943685,290,other,,,pspnet_r50,1.6142501161313163
photometric_distort,idd-aw,pspnet_r50,night,21.10569409791121,32.494126276098086,71.95645471563351,58.03144433496079,93,other,,,pspnet_r50,0.7207072591206725
photometric_distort,idd-aw,pspnet_r50,rainy,25.583708058616097,33.656929774177925,80.90821680176519,70.49866435158386,204,other,,,pspnet_r50,1.721222495549302
photometric_distort,idd-aw,pspnet_r50,snowy,21.456674156797746,31.07546183964416,73.45559712959407,59.429471810729375,163,other,,,pspnet_r50,0.3267250249666027
photometric_distort,idd-aw,segformer_mit-b5,clear_day,46.84795415238201,56.725715431098045,84.50579315340579,74.54591827381927,1650,other,,,segformer_mit-b5,0.8048236736256982
photometric_distort,idd-aw,segformer_mit-b5,cloudy,40.12283481826174,49.87239791096318,91.52901473794184,85.80621452507094,416,other,,,segformer_mit-b5,1.9266519749850914
photometric_distort,idd-aw,segformer_mit-b5,dawn_dusk,39.491372096575525,48.066863038597674,89.7613858891046,82.590679446298,112,other,,,segformer_mit-b5,0.33218236099196474
photometric_distort,idd-aw,segformer_mit-b5,foggy,37.005318902938,46.47527613510205,92.25942821501965,86.8809037870142,290,other,,,segformer_mit-b5,2.1348514487105987
photometric_distort,idd-aw,segformer_mit-b5,night,36.94052060525395,47.15009362549879,85.91758648719147,76.94862750415462,93,other,,,segformer_mit-b5,2.5962558192354876
photometric_distort,idd-aw,segformer_mit-b5,rainy,33.86581118688225,44.08679893651302,84.67325998742946,75.41817715977535,204,other,,,segformer_mit-b5,3.649774690369121
photometric_distort,idd-aw,segformer_mit-b5,snowy,29.04303432279489,44.93951566225525,77.79361035016713,65.09282546310583,163,other,,,segformer_mit-b5,0.3934324058433454
photometric_distort,mapillaryvistas,deeplabv3plus_r50,clear_day,31.937288537114465,39.64635002544273,88.73934062903369,81.69549378667297,3226,other,,,deeplabv3plus_r50,-0.32097951222652554
photometric_distort,mapillaryvistas,deeplabv3plus_r50,cloudy,32.39874697947345,41.39621441275345,90.71907171836267,84.82977688108315,1248,other,,,deeplabv3plus_r50,-0.9314423921404682
photometric_distort,mapillaryvistas,deeplabv3plus_r50,dawn_dusk,36.558369744244025,43.619150279848014,88.65133126576742,81.24827956470874,48,other,,,deeplabv3plus_r50,2.2539376759362284
photometric_distort,mapillaryvistas,deeplabv3plus_r50,foggy,32.78019331920729,40.58147659815046,86.8482095223886,80.07680506928043,27,other,,,deeplabv3plus_r50,-0.36591111540256094
photometric_distort,mapillaryvistas,deeplabv3plus_r50,night,27.817546995557134,35.75114524603952,83.50580474476756,75.36874214810487,81,other,,,deeplabv3plus_r50,-0.01999373075087263
photometric_distort,mapillaryvistas,deeplabv3plus_r50,rainy,28.462239403621258,37.15115754862149,84.45001625152956,75.97599128908328,166,other,,,deeplabv3plus_r50,-0.36876435631936744
photometric_distort,mapillaryvistas,deeplabv3plus_r50,snowy,26.035685900504728,33.80865330797144,82.79324949177263,74.41982088511784,153,other,,,deeplabv3plus_r50,-0.8948016814602298
photometric_distort,mapillaryvistas,pspnet_r50,clear_day,32.056536043562225,39.493354159937134,87.94489042846149,80.27108800902394,3226,other,,,pspnet_r50,0.23007393717443136
photometric_distort,mapillaryvistas,pspnet_r50,cloudy,32.49486059674525,40.80861995354867,89.94645247092615,83.47041033133858,1248,other,,,pspnet_r50,0.6356131978508621
photometric_distort,mapillaryvistas,pspnet_r50,dawn_dusk,33.30779536641293,40.06513654525278,87.0110591252645,79.04309778783481,48,other,,,pspnet_r50,-2.4069823476602537
photometric_distort,mapillaryvistas,pspnet_r50,foggy,32.53843595665657,39.58510850125622,87.24474023889613,80.1595749887511,27,other,,,pspnet_r50,1.6870744365572925
photometric_distort,mapillaryvistas,pspnet_r50,night,28.335127803231398,35.8459561773021,82.8883277045356,73.05777551301404,81,other,,,pspnet_r50,0.33523638786141774
photometric_distort,mapillaryvistas,pspnet_r50,rainy,29.25734676430851,37.1642901527801,83.54262616260942,73.98062438999004,166,other,,,pspnet_r50,-0.5520654929692768
photometric_distort,mapillaryvistas,pspnet_r50,snowy,26.382973502928454,33.57685183547532,82.58127449384702,73.24519377776159,153,other,,,pspnet_r50,0.9310790802107611
photometric_distort,mapillaryvistas,segformer_mit-b5,clear_day,41.07416137735626,50.30451250367256,90.5655638002418,84.14350996116927,3226,other,,,segformer_mit-b5,0.6580723122894767
photometric_distort,mapillaryvistas,segformer_mit-b5,cloudy,38.082400508651986,47.9481353283294,91.81102086336185,86.32429638668074,1248,other,,,segformer_mit-b5,-0.13968936972612767
photometric_distort,mapillaryvistas,segformer_mit-b5,dawn_dusk,42.410766074610585,51.81068223021006,89.46611881256104,82.61189850061145,48,other,,,segformer_mit-b5,-0.6042545907455192
photometric_distort,mapillaryvistas,segformer_mit-b5,foggy,36.7065467130415,44.355658718089416,89.67594570583768,82.57037229849787,27,other,,,segformer_mit-b5,0.02862238552890517
photometric_distort,mapillaryvistas,segformer_mit-b5,night,35.12029703656685,44.846208105799576,88.61250229823736,81.15317864692658,81,other,,,segformer_mit-b5,0.12777824740177834
photometric_distort,mapillaryvistas,segformer_mit-b5,rainy,36.99145471374064,47.63324230711835,88.22444548089821,80.62817506323843,166,other,,,segformer_mit-b5,1.1190244252543167
photometric_distort,mapillaryvistas,segformer_mit-b5,snowy,37.344264780737376,44.584664273754136,87.06730113309973,78.62672363110505,153,other,,,segformer_mit-b5,1.6041377609945258
photometric_distort,outside15k,deeplabv3plus_r50,clear_day,31.68348601654908,40.855933332785774,76.14891708538096,64.94358568444602,1767,other,,,deeplabv3plus_r50,2.0570951799358745
photometric_distort,outside15k,deeplabv3plus_r50,cloudy,27.8555410841964,37.611407463277544,74.29393680616357,63.92903898370119,174,other,,,deeplabv3plus_r50,3.382692183603563
photometric_distort,outside15k,deeplabv3plus_r50,dawn_dusk,12.444481105948366,23.54463254269506,46.72434835722952,36.21159043784999,66,other,,,deeplabv3plus_r50,1.7241856518497372
photometric_distort,outside15k,deeplabv3plus_r50,foggy,27.29198814765355,38.28416771567474,65.7196044921875,54.24475421855478,37,other,,,deeplabv3plus_r50,-1.9322668528531466
photometric_distort,outside15k,deeplabv3plus_r50,night,18.31996679214447,26.185078644312114,64.70144425315418,52.36897069643731,87,other,,,deeplabv3plus_r50,3.353507819708952
photometric_distort,outside15k,deeplabv3plus_r50,rainy,24.23615593530677,33.95903328887705,55.974674224853516,41.78544717428889,192,other,,,deeplabv3plus_r50,1.6207807550488056
photometric_distort,outside15k,deeplabv3plus_r50,snowy,20.10815548594271,31.409283475289513,53.567320435911746,39.62395688839601,182,other,,,deeplabv3plus_r50,1.2656006491560774
photometric_distort,outside15k,pspnet_r50,clear_day,32.31676837751235,41.33733547218553,76.16368603018225,65.15589987566663,1767,other,,,pspnet_r50,-6.095025736166512
photometric_distort,outside15k,pspnet_r50,cloudy,29.242040009489028,38.64660875852524,74.66856638590494,64.74968114672275,174,other,,,pspnet_r50,-2.148998154729167
photometric_distort,outside15k,pspnet_r50,dawn_dusk,14.207473143298136,26.71760612339608,43.34906953753847,31.9904803176213,66,other,,,pspnet_r50,-3.2149566306267783
photometric_distort,outside15k,pspnet_r50,foggy,32.80555149580541,42.92002541892453,67.27643399625211,55.64005190749397,37,other,,,pspnet_r50,-5.497256988521407
photometric_distort,outside15k,pspnet_r50,night,19.965261622529553,29.520596869889264,64.78740648291577,52.78724290151864,87,other,,,pspnet_r50,-3.123488124327597
photometric_distort,outside15k,pspnet_r50,rainy,26.02156290487213,35.977537786798464,57.10522532463074,43.10559867479438,192,other,,,pspnet_r50,-6.565573424348184
photometric_distort,outside15k,pspnet_r50,snowy,20.77196059606181,29.205792308834134,58.48482152917883,45.570833965046795,182,other,,,pspnet_r50,-4.734354815938438
photometric_distort,outside15k,segformer_mit-b5,clear_day,51.20885377896903,63.82212317390401,84.70094526427981,75.18235864606817,1767,other,,,segformer_mit-b5,0.30245628885877096
photometric_distort,outside15k,segformer_mit-b5,cloudy,44.77920312224967,55.94841364969292,84.00621743037783,75.17456032655694,174,other,,,segformer_mit-b5,-0.32418543366605945
photometric_distort,outside15k,segformer_mit-b5,dawn_dusk,36.71752701535316,48.39611481861938,78.27143235640092,66.92226727598012,66,other,,,segformer_mit-b5,3.548781195410065
photometric_distort,outside15k,segformer_mit-b5,foggy,46.377227872858114,56.12980711750725,78.92253978832348,68.11565319859093,37,other,,,segformer_mit-b5,-2.4367765452444488
photometric_distort,outside15k,segformer_mit-b5,night,39.69176237974922,49.61256910137922,81.59394976736485,71.61723349435078,87,other,,,segformer_mit-b5,-0.39935935344253437
photometric_distort,outside15k,segformer_mit-b5,rainy,43.33589205577941,55.17488786458337,73.2022205988566,60.51521241904906,192,other,,,segformer_mit-b5,-1.977150121854379
photometric_distort,outside15k,segformer_mit-b5,snowy,35.29910269613983,49.71765681020665,70.49022716480296,58.58463493605824,182,other,,,segformer_mit-b5,-2.07897170694514
std_autoaugment,bdd10k,deeplabv3plus_r50,clear_day,44.48742578821861,52.81133508670429,90.98410744292174,84.24028842913195,1016,std,,std_autoaugment,deeplabv3plus_r50,2.4890696429732344
std_autoaugment,bdd10k,deeplabv3plus_r50,cloudy,45.961533208413535,52.807199032089216,93.68447037907917,88.86722574958597,230,std,,std_autoaugment,deeplabv3plus_r50,2.1204237542266924
std_autoaugment,bdd10k,deeplabv3plus_r50,dawn_dusk,37.571505257982245,43.916794959236185,91.10162591132031,84.54446611590157,94,std,,std_autoaugment,deeplabv3plus_r50,2.912409868265186
std_autoaugment,bdd10k,deeplabv3plus_r50,foggy,63.25835641436727,79.11203598697912,96.48788778009767,94.22994836157922,4,std,,std_autoaugment,deeplabv3plus_r50,16.643271293845608
std_autoaugment,bdd10k,deeplabv3plus_r50,night,24.150664105278217,33.70818230559712,74.09447495091801,61.338792438847655,92,std,,std_autoaugment,deeplabv3plus_r50,4.84748952673888
std_autoaugment,bdd10k,deeplabv3plus_r50,rainy,38.06891529524293,47.284484149750334,86.52627174774548,77.64817139197211,200,std,,std_autoaugment,deeplabv3plus_r50,0.37533582239309027
std_autoaugment,bdd10k,deeplabv3plus_r50,snowy,46.52846302254715,58.28946581902776,88.9915352409269,81.68831462227567,221,std,,std_autoaugment,deeplabv3plus_r50,2.600192567149392
std_autoaugment,bdd10k,pspnet_r50,clear_day,46.17585565834273,53.36387597287027,91.29935373259956,84.55471294761466,1016,std,,std_autoaugment,pspnet_r50,1.6299064558825975
std_autoaugment,bdd10k,pspnet_r50,cloudy,51.296987570387806,58.02990040145083,93.99036864730952,89.1840594161904,230,std,,std_autoaugment,pspnet_r50,3.2723539938856305
